5,298,4,50,45,36,50,7,6,6,3,6,39,213,49,69,69,72,69,70,4,72,3,4,4,81,82,82,3,75,77,79,77,77,85,75,80,77,79,77,79,75,81,88,3,3,
6,299,5,51,46,37,51,8,7,7,4,7,40,214,50,71,71,75,71,71,5,73,4,5,5,82,88,83,4,76,81,84,83,81,91,76,81,78,82,78,80,76,82,89,4,4,
8,300,6,52,47,38,52,9,8,8,5,8,41,215,51,72,72,76,72,81,6,74,5,6,6,85,89,84,5,80,82,86,84,84,92,80,82,79,86,79,81,80,85,90,5,5,
9,301,7,53,48,39,53,10,9,9,6,9,42,216,52,88,87,79,85,82,7,76,6,7,7,87,92,89,6,82,88,87,89,88,96,82,83,85,88,86,88,82,86,91,6,6,
13,302,8,54,49,40,54,11,10,10,7,10,43,217,53,90,89,80,86,83,8,77,7,8,8,88,93,90,7,86,89,88,90,89,97,86,84,86,90,90,91,86,87,92,7,7,
16,303,9,55,50,41,55,12,11,11,8,11,44,218,54,91,90,81,87,87,9,88,8,9,9,89,94,92,8,89,92,89,92,91,100,89,85,87,91,91,93,89,88,93,8,8,
51,39,56,51,42,56,49,265,55,93,91,82,91,88,55,89,54,92,95,93,83,91,93,90,93,95,101,91,86,88,92,92,94,91,89,94,78,
