POWER_MEMORY_CTRL_ACCESS_count,         36926
POWER_MEMORY_CTRL_ACCESS_total_count,         91595

POWER_MEMORY_CTRL_READ_count,         22217
POWER_MEMORY_CTRL_READ_total_count,         67682

POWER_MEMORY_CTRL_WRITE_count,         14709
POWER_MEMORY_CTRL_WRITE_total_count,         23913

POWER_OP_count,      24424891
POWER_OP_total_count,      47812843

POWER_INT_OP_count,      24085914
POWER_INT_OP_total_count,      47093385

POWER_FP_OP_count,        151102
POWER_FP_OP_total_count,        312112

POWER_LD_OP_count,       2114123
POWER_LD_OP_total_count,       4408902

POWER_ST_OP_count,       4811025
POWER_ST_OP_total_count,       9251840

POWER_BRANCH_MISPREDICT_count,          1470
POWER_BRANCH_MISPREDICT_total_count,          6503

POWER_COMMITTED_OP_count,      24369033
POWER_COMMITTED_OP_total_count,      47619040

POWER_COMMITTED_INT_OP_count,      24032576
POWER_COMMITTED_INT_OP_total_count,      46922817

POWER_COMMITTED_FP_OP_count,        336457
POWER_COMMITTED_FP_OP_total_count,        696223

POWER_BRANCH_OP_count,       5181774
POWER_BRANCH_OP_total_count,      10019955

POWER_DRAM_PRECHARGE_count,          4252
POWER_DRAM_PRECHARGE_total_count,          8705

POWER_DRAM_ACTIVATE_count,          6257
POWER_DRAM_ACTIVATE_total_count,         12628

POWER_DRAM_READ_count,         22203
POWER_DRAM_READ_total_count,         67663

POWER_DRAM_WRITE_count,         14708
POWER_DRAM_WRITE_total_count,         23893

POWER_STATS_END_count,             0
POWER_STATS_END_total_count,             0

ENERGY_value,      0.000000
ENERGY_total_value,      0.000000

ENERGY_CORE_value,      0.000000
ENERGY_CORE_total_value,      0.000000

ENERGY_UNCORE_value,      0.000000
ENERGY_UNCORE_total_value,      0.000000

ENERGY_MEMORY_value,      0.000000
ENERGY_MEMORY_total_value,      0.000000

ENERGY_OTHER_value,      0.000000
ENERGY_OTHER_total_value,      0.000000

ENERGY_CORE_STATIC_value,      0.000000
ENERGY_CORE_STATIC_total_value,      0.000000

ENERGY_CORE_DYNAMIC_value,      0.000000
ENERGY_CORE_DYNAMIC_total_value,      0.000000

ENERGY_UNCORE_STATIC_value,      0.000000
ENERGY_UNCORE_STATIC_total_value,      0.000000

ENERGY_UNCORE_DYNAMIC_value,      0.000000
ENERGY_UNCORE_DYNAMIC_total_value,      0.000000

ENERGY_MEMORY_STATIC_value,      0.000000
ENERGY_MEMORY_STATIC_total_value,      0.000000

ENERGY_MEMORY_DYNAMIC_value,      0.000000
ENERGY_MEMORY_DYNAMIC_total_value,      0.000000

ENERGY_OTHER_STATIC_value,      0.000000
ENERGY_OTHER_STATIC_total_value,      0.000000

ENERGY_OTHER_DYNAMIC_value,      0.000000
ENERGY_OTHER_DYNAMIC_total_value,      0.000000

TIME_value,      0.000000
TIME_total_value,      0.000000

ENERGY_STATS_END_count,             0
ENERGY_STATS_END_total_count,             0



