Core, 0
Cumulative Cycles, 7888837             
Cumulative Instructions, 20000000            
Cumulative IPC, 2.53523
Periodic Cycles, 3786436             
Periodic Instructions, 10000000            
Periodic IPC, 2.64101

BTB_ON_PATH_MISS_count,        351285
BTB_ON_PATH_MISS_pct,       19.824
BTB_ON_PATH_MISS_total_count,        707085
BTB_ON_PATH_MISS_total_pct,       19.875

BTB_ON_PATH_HIT_count,       1420735
BTB_ON_PATH_HIT_pct,       80.176
BTB_ON_PATH_HIT_total_count,       2850539
BTB_ON_PATH_HIT_total_pct,       80.125
BTB_ON_PATH_HIT_sum_count,       1772020
BTB_ON_PATH_HIT_sum_pct,      100.000
BTB_ON_PATH_HIT_sum_total_count,       3557624
BTB_ON_PATH_HIT_sum_total_pct,      100.000
BTB_ON_PATH_HIT_mean,         0.80
BTB_ON_PATH_HIT_stddev,         0.74
BTB_ON_PATH_HIT_total_mean,         0.80
BTB_ON_PATH_HIT_total_stddev,         0.74

BTB_OFF_PATH_MISS_count,        143651
BTB_OFF_PATH_MISS_pct,       20.752
BTB_OFF_PATH_MISS_total_count,        376875
BTB_OFF_PATH_MISS_total_pct,       20.573

BTB_OFF_PATH_HIT_count,        548564
BTB_OFF_PATH_HIT_pct,       79.248
BTB_OFF_PATH_HIT_total_count,       1455019
BTB_OFF_PATH_HIT_total_pct,       79.427
BTB_OFF_PATH_HIT_sum_count,        692215
BTB_OFF_PATH_HIT_sum_pct,      100.000
BTB_OFF_PATH_HIT_sum_total_count,       1831894
BTB_OFF_PATH_HIT_sum_total_pct,      100.000
BTB_OFF_PATH_HIT_mean,         0.79
BTB_OFF_PATH_HIT_stddev,         0.73
BTB_OFF_PATH_HIT_total_mean,         0.79
BTB_OFF_PATH_HIT_total_stddev,         0.73

BTB_ON_PATH_WRITE_count,         57654
BTB_ON_PATH_WRITE_pct,       99.953
BTB_ON_PATH_WRITE_total_count,        115862
BTB_ON_PATH_WRITE_total_pct,       99.838

BTB_OFF_PATH_WRITE_count,            27
BTB_OFF_PATH_WRITE_pct,        0.047
BTB_OFF_PATH_WRITE_total_count,           188
BTB_OFF_PATH_WRITE_total_pct,        0.162
BTB_OFF_PATH_WRITE_sum_count,         57681
BTB_OFF_PATH_WRITE_sum_pct,      100.000
BTB_OFF_PATH_WRITE_sum_total_count,        116050
BTB_OFF_PATH_WRITE_sum_total_pct,      100.000
BTB_OFF_PATH_WRITE_mean,         0.00
BTB_OFF_PATH_WRITE_stddev,         0.02
BTB_OFF_PATH_WRITE_total_mean,         0.00
BTB_OFF_PATH_WRITE_total_stddev,         0.04

BP_ON_PATH_CORRECT_count,       1760436
BP_ON_PATH_CORRECT_pct,       99.346
BP_ON_PATH_CORRECT_total_count,       3527164
BP_ON_PATH_CORRECT_total_pct,       99.144

BP_ON_PATH_MISPREDICT_count,          5656
BP_ON_PATH_MISPREDICT_pct,        0.319
BP_ON_PATH_MISPREDICT_total_count,         18366
BP_ON_PATH_MISPREDICT_total_pct,        0.516

BP_ON_PATH_MISFETCH_count,          5928
BP_ON_PATH_MISFETCH_pct,        0.335
BP_ON_PATH_MISFETCH_total_count,         12094
BP_ON_PATH_MISFETCH_total_pct,        0.340
BP_ON_PATH_MISFETCH_sum_count,       1772020
BP_ON_PATH_MISFETCH_sum_pct,      100.000
BP_ON_PATH_MISFETCH_sum_total_count,       3557624
BP_ON_PATH_MISFETCH_sum_total_pct,      100.000
BP_ON_PATH_MISFETCH_mean,         0.01
BP_ON_PATH_MISFETCH_stddev,         0.13
BP_ON_PATH_MISFETCH_total_mean,         0.01
BP_ON_PATH_MISFETCH_total_stddev,         0.14

BP_OFF_PATH_CORRECT_count,        668271
BP_OFF_PATH_CORRECT_pct,       96.541
BP_OFF_PATH_CORRECT_total_count,       1774614
BP_OFF_PATH_CORRECT_total_pct,       96.873

BP_OFF_PATH_MISPREDICT_count,          1268
BP_OFF_PATH_MISPREDICT_pct,        0.183
BP_OFF_PATH_MISPREDICT_total_count,          3618
BP_OFF_PATH_MISPREDICT_total_pct,        0.198

BP_OFF_PATH_MISFETCH_count,         22676
BP_OFF_PATH_MISFETCH_pct,        3.276
BP_OFF_PATH_MISFETCH_total_count,         53662
BP_OFF_PATH_MISFETCH_total_pct,        2.929
BP_OFF_PATH_MISFETCH_sum_count,        692215
BP_OFF_PATH_MISFETCH_sum_pct,      100.000
BP_OFF_PATH_MISFETCH_sum_total_count,       1831894
