16,18,295,10,4,14,18,26,18966522,6,6,14,57,293,293,
17,19,296,11,5,15,19,18966523,7,7,15,58,294,294,
18,20,297,12,43,16,20,18966524,8,8,16,104,340,340,
38,21,298,13,44,17,21,9,17,105,341,341,
39,22,299,14,85,42,22,10,58,106,342,342,
47,23,300,15,86,43,23,11,59,210,446,446,
1001,
