455,11,3,243,159,47,25,14,35,25,37,39,8,11,33,37,30,5,5,33,27,55,52,31,52,49,
462,12,4,160,48,26,15,36,26,38,40,9,12,34,38,31,6,6,34,28,56,53,32,53,50,
463,13,5,161,49,27,17,37,27,39,41,10,13,35,39,32,7,7,35,29,58,54,33,54,51,
464,14,6,162,50,28,18,38,28,40,42,11,14,36,40,33,8,8,36,31,59,55,34,56,52,
465,15,7,163,51,29,19,39,29,41,43,12,15,37,41,34,9,9,38,32,60,57,35,57,53,
466,16,8,164,52,30,20,40,30,42,44,13,16,38,42,35,10,10,39,33,61,58,36,58,54,
516,228,53,31,21,41,31,43,45,72,39,43,36,77,40,34,63,59,37,59,55,
